Rating,Text
5,"I always dreamed about my first Au Cheval experience. The elusive burger joint that is so difficult to get into. I envisioned myself comfortably sitting in one of their worn leather booths and taking in the sight of a burger with thicc slab of bacon, a perfectly fried egg, and a sprinkling of chives. 

Cue a year later. My first time eating Au Cheval was the exact opposite of my dream but I wouldn&apos;t have wanted it any other way! Peak COVID was finally trying Au Cheval take out and eating it outside a random office building in the middle of Chicago winter. There was something that felt so right about eating a take out burger on a bench outside an office lobby while the security guard looked on with a puzzling look. The fierce Chicago winter could not deter from the sheer enjoyment of eating perfection in the form of a burger. 

First - the meat. Be warned that a &quot;single&quot; is actually a double here and a &quot;double&quot; is a triple! The patties were thinly pressed and with a light pink center and crisped edges. The cheese! The cheese complemented the meat with their melty goodness and held everything together neatly. The THICC bacon. What a differentiator. The bacon was an absolute flavor bomb that brought this burger to the next level. All of these ingredients were compressed neatly inside a buttery pillow of a bun. Despite eating this outside and in take out foil, the burger held up nicely and didn&apos;t messily fall apart. All in all, the hype was real - I&apos;m a believer! I look forward to returning one day for the full dine in experience!"
5,"Dinner for 4 including one appetizer a round of drinks &amp; a round of shots was about $242 

I would recommend this place thier staff was amazing especially our server i wjsh I got his name ..I highly recommend specifying how you would like your burger if you are not a fan of medium rare meat then ask for well down I was super disgusted by the redness in my burger but that wass my fought for not specifying 
I am not typically a fan of pickle backs but their whiskey was really good and their pickle juice is home made .. I also ordered the the horses neck which is a fancy  Kentucky mule none the less the whiskey was also amazing 

You have the option to add bacon or over easy egg to any burger. The bacon was extremely thick I opted for just a regular burger with no add on again specify well done if you don&apos;t like seeing the red in your meat 

Per my friends this spot is usually crowded. Their inside space has very limited space so out side dinning actually works in their favor.   During covid  they are not accepting cash for final payment but tbey are accepting cash tips..

I also just want to say their burger tasted like burger King and their fries tasted like McDonald&apos;s 

They do not have hard copies of their menu but it looked to match their online menu.  Upon being seated you scan a QR code"
5,"Finally made it to Au Cheval this summer. It&apos;s always tough to get into, but due to Covid, it&apos;s pretty easy now. So tip: run there now! I had to check out the hype... did not disappoint. Giving out a rare 5*! This burger is so good, I&apos;ve been back TWICE since. The service is great. And pair this with a $3 tallboy. Also had the matzo ball soup last time, perfect winter outdoor meal. Thanks so much AC!"
1,"Was extremely excited to go to lunch at Au Cheval as soon as indoor dining was approved. I know that they have what is considered one of the best burgers of all time, and I couldn&apos;t wait to try it. 
We arrived, they were very on top of hygiene and took all precautions. We are led to our seat and the dining room was FRIGID. We were assured it would warm up but sadly never did.
We sat, looked at the menu and were very pressed to put in our entire order. We understand, they want to time it out for us but it quite frankly felt very rushed and pushy. 
We started with a Bloody Mary (sadly not good at all very very bitter) and some bone marrow (very tasty). Then came a Caesar salad (absolutely delicious and definitely worth a try), and then our burgers and loaded fries. Biggest letdown ever. Fries were a sad soggy affair and the burgers were so thin and dry it was actually funny. 
Wish I could experience what everyone adores them for but sadly this wasn&apos;t it."
3,"We ordered double cheeseburgers and fries for takeout from Au Cheval. It was definitely nice not to wait for several hours like I have in the past. The takeout was ready within ~30 minutes. 

Compared to in person, the meat was definitely a bit drier. They were just wrapped in foil, so they were a bit squished and messy when we got them, making the buns soggy as well. They packaged the egg separately so it stayed intact, which I appreciated! The fries were delicious as always, and they come with a great garlic aioli.

Overall, I was glad that takeout was an option and was satisfied with how quick it was. However, I felt the quality wasn&apos;t as good as it is for dine-in. I&apos;d recommend stopping by once you can in person to get the full experience that lets their burgers shine!"
4,"After the raving reviews, I had to check out Au Cheval! The burger seemed like the way to go based on all the Yelp reviews so I order that via ubereats. There was no indoor seating and takeout seemed like the easiest option. The ordering and pick up was straight forward. 

I got the burger and added their iconic bacon to it. Overall, I thought the burger was good however it certainly felt like I was paying ~$25 for a glorified burger. I wish it came with a side of fries or something to validate the cost. Though it was tasty, I don&apos;t think it&apos;s the best burger I&apos;ve ever had when you break it down to taste to cost ratio."
5,"Holy. F**k. 

What. An. INCREDIBLE. Burger. 

Difficult to describe how delicious this place was. Staff was friendly and food price was typical. Came here JUST for a burger and drink for lunch. It did not disappoint. Top 5 burger spots in my book. I could literally eat this burger every single day or my life. If you come to Chicago, do yourself a favor and come here and order the burger."
5,"Probably my favorite burger I&apos;ve ever had. I love this place so much. We ate outside and the ambiance was very cute. Service was great

Food:
- Cheeseburger (5/5): SO GOOD. Like unbelievably robust flavor. Perfection
- Crispy fries (5/5): Love the garlic aioli this came with. Fries were so yummy and crispy, and egg was the perfect touch

Drinks:
- House whiskey (4/5): can&apos;t go wrong with $3 whiskey!

I can&apos;t wait to go back here"
3,"Meh. 
Voted the best burger in town.
Mehhh. 

It was ok. 

Nothing to write home about. The double cheeseburger has 3 patties. A bit too much meat going on with not enough fixings to balance all of that grease. The cheese they used was a interesting choice. It did remind me of the cheese you ate as a kid on a bologna sandwhich. 

We ordered over the phone and did pick up. 

Think it was $18 bucks or so with no sides just the burger itself. 

That&apos;s a hard pass."
4,"Arrived 11:30 am on Saturday with patio seating and no wait, though my friend had to wait for me to cross the street before checking in which was a little weird since I was in sight 30 feet away.

The burger flavors were great, bacon is a must with really tastefully peppered sweet fat. Also highly recommend the egg!

Hash browns were very crispy on top, texture was great.

Both burgers and hash browns were beautiful in presentation, especially out on the patio with the sunlight. 4/5 though because while the flavors were good, everything was under salted. And then one random bite of hash brown was incredibly salty.

Definitely could be a 5/5, maybe I just got unlucky with the salt"
4,"I finally figured out why people like this place so much. And this was my 5th visit here. All times sitting at the bar, but this time, I was paying attention to the cooks behind the counter.

Let&apos;s start off with the burger guy. He slaps on several patties on the grill meticulously placing them in a neat square arrangement. Here&apos;s where the good stuff comes in. He sprinkles on a couple shakes of salt, then a couple more...then oh...a 3rd shake of salt. How much salt does this piece meat already need. That&apos;s ok, because I like the salt.

And now the fry guy. If you don&apos;t already know...they use duck fat during the frying process. But it was such an art, when the guy kept adding more and more to the mix. I mean it could have been lard that he was adding, but either way...the more fat, the better the fries.

And finally that special spread the use on the burger and as a condiment for the fries. Not sure what it is, but I can tell you it has a lot of fat in it. 

Conclusion: salt and fat are good for you."
