Rating,Text
5,"Our Christmas Eve (7 fishes) dinner pick up was our first experience with RPM. I chose RPM Italian based on my friend&apos;s RPM Steak positive experience and the menu. 

The pick up process was very quick and easy. I pulled up in front and texted the number with name and car. They brought out our food within 5 minutes. 

I wasn&apos;t concerned about the temperature of the food since we weren&apos;t going to eat it right away. I could tell some of it was still warm. Once I unpacked the food, I realized they forgot a portion of one of the dinners - the octopus. Sadly, it turned out to be my daughter&apos;s favorite of the entire meal. It was very good. Well cooked and great flavor! I was initially concerned about the small portions, but since it was a multi-course, it actually filled us up. The beef fillet was very big. It was difficult to get it warm enough without turning it into well done. I knew it was properly cooked to medium before I got my hands on it. :) The worst part of carry out in general is not all food tastes as good as in-person dining. The squid ink pasta was delish. I will definitely want to order again. We thought everything was tasty and well cooked. 

Now, back to the octopus, I tried calling the restaurant once I noticed the octopus was missing. No one answered so I took a chance and texted the number for order pickup - someone responded. They apologized and offered to comp one of the meals, way beyond my expectation! I love excellent service!  I can&apos;t wait until restaurants open again for indoor dine-in, it is winter in Chicago after all. I will definitely return to RPM Italian! And I don&apos;t believe the 4% COVID surcharge is out of line. Restaurants and their employees are hurting! I love going out to eat and I want to see our restaurants survive so when the pandemic is over, I can eat at all of the amazing restaurants in our city!"
5,"Amazing service, great drinks and good food! Would for sure go again! We went for a birthday dinner, followed Covid rules too"
5,"What is there to say about this place that hasn&apos;t already been said? The food is phenomenal, the service isn&apos;t overbearing and they have a lot of protocols in place that are intended to keep patrons safe during the new COVID normal. 

Unfortunately, it&apos;s reservation only &amp; a deposit is required, and they are practicing social distancing when seating tables. 

Now to the food - my favorites are the lobster ravioli, the spicy king crab, and the truffle garlic bread. I went back twice in a week so needless to say, I&apos;m a fan. 

Look for the red shoe - it&apos;s an inside joke between the Lettuce Entertain You restaurants."
2,"Never thought the day would come that I&apos;d be rating this restaurant so low.. Last night was about my 8th time dining at RPM Italian. I&apos;ve been going since 2014. I&apos;ve taken several friends over the years, and it&apos;s been one of my favorite date night spots to go. Previously, I would have rated it 5 stars. Definitely not anymore with last night&apos;s experience. 
Our reservation was for 8:15. The hostess didn&apos;t even look at us for the first 5 minutes we stood there trying to check in. We finally sat down about 10 minutes later, and guys, they are NOT following the 6 feet rule. We were taken to a table, with a little wall separating us from another table, but the wall came up to my shoulders, and I was sitting about a foot away from the table next to me. If I can blow out a candle from where I&apos;m sitting to where you are, you are too close. We asked if we could close the wall (it was retractable) and the employee said, &quot;I honestly can&apos;t believe you&apos;re the first person to ask me this tonight. I would feel uncomfortable too.&quot;
Moving on to food: 
1) our first appetizer (king crab bruschetta) didn&apos;t come until 9:20. I was starving. 
2) I always order the carbonara, and the server didn&apos;t offer to mix up the egg yolk. This happened as I watched the table next to me get this done. Not a big deal, but I&apos;ve never not had them mix it up for me. 
3) The carbonara and the short rib pasta were both luke warm. 
4) The most disappointing part- the steak. My bf ordered medium rare plus. Attached is how the steak looked. It was basically medium well. We never send food back, but he couldn&apos;t eat it. So we asked our server if we could please get something a little less cooked, and she&apos;s like, oh, okay, did you mean medium rare then? My bf and I just looked at each other as if we didn&apos;t know what medium rare plus meant... but he just smiled and said, yes. The comment made us feel like we  made the mistake and didn&apos;t know how we actually liked our steak cooked. Eventually, the server came back and said, &quot;I asked a colleague how she thought this steak was cooked, and she confirmed that it looked medium well, so you were right, don&apos;t feel bad.&quot; Great, but the way this was initially handled was not well. And that comment insinuates that you did make us feel bad, because well, she did. 
Overall, horrible experience. From covid 19 precautions to the food, wow, just really unimpressed this time."
3,"I know 2020. has been a tough year for the restaurant business and that no one is happy. I really don&apos;t want to make it harder, but stuff at this place NEEDS A HUGE TRAINING on how to treat their customers from the  beginning until the very end. People don&apos;t come to your place just to eat, they come to have a good time and good experience overall. 
If you want to be on top of the game and restaurant at your level, you need to make sooo many changes.
I left better reviews on places with way lower food quality, just because I felt 10 times better and more welcomed.
I&apos;d like ti mention busser Aron that works really hard and does his best
RPM in Washington DC can teach you a lot on service and everything after all.
 
Food was nothing special 3.5/5"
4,"Year 2020 has been crazy and I can&apos;t believe this is my first Yelp review after months of quarantine life. 

We&apos;ve been only ordering takeouts since COVID and decided my birthday won&apos;t be an exception. RPM Italian has a decent takeout menu and we ordered meatball, octopus, meatball spaghetti, spicy king crab, brussels sprouts and garlic bread. We arrived several minutes earlier than our pickup time and the food was already ready for us. Food was warm when we got it but got cold shortly after we returned home (10 min drive). Overall, food was tasty and I bet they would taste even better when fresh. 

Hope the world rights itself soon and I miss the days we can dine out without catching a virus."
3,"We chose to dine here for our 9 year anniversary. I was really excited but the whole experience was honestly a letdown. 

I made a reservation for 8 pm, you have to put down a $50 deposit by the way. It goes towards your bill at the end though. Valet is $15. Upon checking in we were told our table was getting the check. After waiting 15 minutes we were finally seated, but not at a table that was previously seated. We were seated in the bar area, which not really ideal because you have direct view of the whole waiting area, but I was starving at this point and did not want to wait longer. I did see another couple get seated at the most cramped spot right next to the cash register, they asked if they could get another table and were told no. They eventually got fed up and left. 

I ordered the spritz and giggles drink, which I really liked. For apps we got the Caesar wedge salad, truffled garlic bread, 600 day aged prosciutto, and truffle beef tartare. 

Caesar wedge - delicious, refreshing and light
Truffled garlic bread - no truffle flavor at all, bread was hard, I ate one piece and that was it
Prosciutto - really good, chianti butter had some chunks of salt in it though 
Truffle beef tartare - my fav out of all the apps, you can taste the truffle on this one 

Service was kind of slow, which was weird because there were not many people seated in the bar dining area. Our waters got refilled often though. For our meal we got the lobster ravioli and spicy king crab squid ink spaghetti. The spicy crab spaghetti had good heat, it&apos;s def pretty spicy! The pasta was NOT al dente though, it was hard. The sauce had good flavor and the crab was good, but there wasn&apos;t much. 

Bill - they add a 4% COVID surcharge

Is it worth it in my opinion? Absolutely not. Will I come here again? Probably not, unless for drinks and apps."
5,"We had the entire inside of the restaurant to ourselves for a special dinner. Travis, our server, was solid and all other servers were attentive as well. Old Fashions were imbibed with recklessness. Just about every appetizer offered savored. The massive bone-in Rib eye was delicious and cooked to perfection, but it was the crispy Brussels sprouts that stole the show. Ended the evening with a Tartufo (my favorite Italian dessert). Good company made this meal special.
Best of all, we were taking this all in on the Saturday Joe Biden became President-elect Joe Biden and the entire downtown city of Chicago was in such high spirits, honking, whistling, and celebrating. A once-in-a-lifetime experience."
5,"The food here was really delicious!! Would&apos;ve liked if the portions were a bit bigger given the price but the pasta was so simple and fresh.

We ordered a few things and split them which was a good idea. The truffle pizzete was good too. 

Make sure you save room for dessert! The donuts are amazing!! 

The server we had was very professional and knowledgeable, and had a cute accent. Nice ambiance on the patio."
5,"Been meaning to update. Wife and I are pretty much lettuce entertain you restaurant exclusive. Although I give a 5 star perfect rating for our 6-7 other visits that were perfect. However having said that, last time in there this past Valentine&apos;s Day, they were out of the bone in rib-eye which honestly rivals any steakhouse in the city &amp; I&apos;ve been to just about all of them over the years. Disappointed in that because it&apos;s one of the main reasons I go there. Dropping the ball on that for sure &amp; waiter seem to rush us and overall wasn&apos;t a fan compared to each and every time there which have been perfect. This is as good as it gets people despite the one off."
