5,"First outing after COVID. We wanted to get out of The Valley and try something new. Somehow we ended up here. Haven&apos;t had Korean bbq in a couple of years. While driving I was craving kimchi, if that&apos;s how you spell it. Anywho................
First The heaters did it for me. I was cold that evening We had a 15 minute wait which wasn&apos;t bad. All COVID precautions in place. Temperature taken and all. 
Amazing customer service and attention. 
The food............. Amaziiiiiiiiiiiing ! 
You have to try a little of everything. I wanted to take the cook at our table home.  
No downfall at all during this visit. Just happy bellies. Worth the drive from The Valley"
5,"My friends &amp; I (3 total) ate here on a Thursday night on 2/11/2021.  Decided to eat here versus Quarters because the wait for a table was only 10 minutes versus 1 hour at Quarters.  I&apos;ve eaten here many times in the past but seem to love the vibe and atmosphere of Quarters more. However, we opted to stick to Kang Ho Dang Baekjeong due to the smaller wait time.  They both offer an automated text message system that will message you when your table is ready.  

Due to Covid-19 restrictions all meat had to be cooked yourself. Prior to being seated, each guest&apos;s temperature is obtained using a temporal thermometer. All waiters and food runners donned masks, face shields, and gloves.

Service was fast &amp; efficient.  Our group was ready to order drinks and decided on ordering the large portion of the beef combo ($114.99) which included the thinly sliced brisket, prime marinated beef, prime rib eye, soybean paste stew, and steamed egg.  The meal also comes with the complimentary banchan (sides) which compliment the meal. Their banchan is pretty standard in comparison to other KBBQ spots that provide a wide variety but you can always ask for more.  All meats were high quality, juicy, and tender.  Despite the restaurant not being AYCE the large beef combo provided more than enough  between the 3 people. We came hungry after almost a 2 month hiatus of not eating KBBQ and we left with our stomach and hearts satisfied.  This restaurant is definitely on the top of my list of places to eat when it comes to KBBQ.  I&apos;ve never had any negative experiences and will definitely come back."
5,"I&apos;m a huge fan of Baekjeong and I&apos;ve been here many times, the meat quality is impeccable and this place still remains to be my favorite kbqq joint! This review is more specific for the takeout option during covid (LA in lockdown again).

Obviously the meat will not be the same as freshly grilled, but the quality is still there! The marinated beef is one of the meat that still upholds to the standards even without the grill. Others such as brisket and short rib is a little tougher, but I still enjoyed it anyway!

If you&apos;re afraid that you won&apos;t get the whole banchan because of it&apos;s takeout, don&apos;t be! They gave you all the banchan that you would&apos;ve gotten if you dined in. The corn and cheese came in cold and you&apos;d have to microwave it yourself. Everything was packaged nicely for you.

The one compliant of the whole experience is that there wasn&apos;t a place on their website when you order for you to give instructions to them (ex: I wanted more garlic on the side etc.) But other than that, the experience was very smooth and nice. Will definitely be returning for more!"
4,"Dined here for Valentine&apos;s dinner, and had a good experience. We ended up parking across the street in the garage and paid $15 for all day parking. 

Right now they only have outdoor dining (located in the back of the restaurant), but so are all the other restaurants in that area. It&apos;s outdoors with canopies for covering and walking through that area felt like I was in an open marketplace -- pretty fun to experience! It kind of made me feel like I was in a different country for a second with everything being outdoors hahaha. 

We arrived at 8:15, got quoted a 2 hour wait, and got sat around 9:45. They check your temperature before seating you, and they have a restroom inside of the restaurant for customers (all the way in to the left).

There is a QR code on the table to scan for the menu~ We ended up ordering the Beef Combo for 2, $69.99. It came with Brisket, Marinated Beef, &amp; Prime Short Rib. The brisket was brought out to us already cooked, and we got to cook the other meats on our grill. Since it&apos;s outside, they have a different grill set up than they do inside. Corn cheese &amp; steamed egg are brought out separately instead of it being directly on the grill. 

They have a decent selection of Banchan, although I&apos;ve had better elsewhere. You can always ask for more if needed! Their service was pretty good even though it was on a busy day. 

Of course it&apos;s a different experience than indoor dining, but for what it was, we had a great dinner and would come back again. :)"
5,"Great service.  The server was always attentive to our food on the grill. He didn&apos;t even let me grill my own food. He took 100% care of us.
The meat was great. 
The atmosphere was great.
The 1 hour wait no so great but is to be expected during peak time"
5,"Just adding another 5 star to the list. KHDB definitely deserves it from the food, service, atmosphere. Came at lunch for outdoor dining and it was awesome. Pre-Covid the wait is hours but since it is only minutes. 

You still get delicious food with service that better than most Korean restaurants. The banchan is pretty good here. The beef combo is a good value for the amount of food you get. 

The brisket comes out cooked for you, the marinated short rib and prime beef you can grill it yourself on a portable tabletop grill. The kimchi stew isn&apos;t spicy but has good flavor with pork belly, rice cakes and tofu. The steamed egg is better good too.

Can&apos;t go wrong with anything ordered here."
5,"Finally after a year of being stuck at home, we were able to go out for dinner. This was my first time at this Korean bbq restaurant. This place has out door dining inside a tent. They have heaters to keep customers warm. All the employees are wear masks and gloves. Prior to coming they check your temperature. The wait time was only 25 minutes which was amazing. The food was really great and the service was outstanding. Employees were super friendly and welcoming. Location was clean and sanitized after each group."
5,"Although I&apos;m used to the all you can eat format of kbbq, this place reminds you that you don&apos;t need endless meets to enjoy a quality place. My favorite part about the bbq experience is the cheesy corn that comes on the side of the grill. 

Since the meats provided are truly top of the line, you don&apos;t need too many options to be satisfied, that said, they&apos;ve got a wonderful array of sides to go with the exceptional ingredients that they offer for BBQ

Great environment and an on point menu to match"
4,"This review is for the outdoor setting. My group ordered the large beef combo, it comes with two choices of soup but they no longer have the egg &amp; cheese corn for free which sucks. We ended up ordering the egg on the side and paying $3.99 for it. There was no cheese corn available at all. The service was good especially since it was busy &amp; I&apos;m sure its a lot of work to walk back and forth from inside the building to outside. They cook the meat on a separate grill &amp; then bring the meat to your table when its ready. Don&apos;t worry they do ask you how you want your meat cooked before they cook it. You have a grill at your table but its mainly to just keep the meat hot. Overall enjoyed it and would come back again."
5,"I love Baekjeong so much. This place is really the best KBBQ place I&apos;ve had. I ordered Premium Seared Pork belly, Beef Tartare and Spicy Paste Cold Noodle. Everything was perfect! So delicious and service was great. Can&apos;t wait to be back."
